trade_date,ts_code,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
2018-02-08,000001.SZ,12.54,1.2636,2.8091,0.93,9.5277,9.3482,1.0866,1.999,2.0394,1.26,1.26,1717041.1366,1691798.9651,761028.1784,21531695.853,21215159.0224
2018-02-09,000001.SZ,11.69,1.6698,3.712,1.22,8.8819,8.7145,1.0129,1.8635,1.9011,1.3516,1.3516,1717041.1366,1691798.9651,761028.1784,20072210.8869,19777129.902
2018-02-12,000001.SZ,11.72,0.7263,1.6146,0.46,8.9047,8.7369,1.0155,1.8682,1.906,1.3481,1.3481,1717041.1366,1691798.9651,761028.1784,20123722.121,19827883.871
2018-02-13,000001.SZ,11.94,0.7673,1.7058,0.54,9.0718,8.9009,1.0346,1.9033,1.9418,1.3233,1.3233,1717041.1366,1691798.9651,761028.1784,20501471.171,20200079.6433
2018-02-14,000001.SZ,12.0,0.5108,1.1356,0.4,9.1174,8.9456,1.0398,1.9129,1.9516,1.3167,1.3167,1717041.1366,1691798.9651,761028.1784,20604493.6392,20301587.5812
2018-02-22,000001.SZ,12.46,0.7497,1.6667,0.76,9.4669,9.2886,1.0797,1.9862,2.0264,1.2681,1.2681,1717041.1366,1691798.9651,761028.1784,21394332.562,21079815.1051
2018-02-23,000001.SZ,12.61,0.5992,1.332,0.68,9.5809,9.4004,1.0927,2.0101,2.0508,1.253,1.253,1717041.1366,1691798.9651,761028.1784,21651888.7325,21333584.9499
2018-02-26,000001.SZ,12.63,0.6181,1.3741,0.92,9.5961,9.4153,1.0944,2.0133,2.054,1.251,1.251,1717041.1366,1691798.9651,761028.1784,21686229.5553,21367420.9292
2018-02-27,000001.SZ,12.28,0.7601,1.6896,1.17,9.3302,9.1544,1.0641,1.9575,1.9971,1.2866,1.2866,1717041.1366,1691798.9651,761028.1784,21085265.1574,20775291.2914
2018-02-28,000001.SZ,12.05,0.7177,1.5954,1.11,9.1554,8.9829,1.0441,1.9208,1.9597,1.3112,1.3112,1717041.1366,1691798.9651,761028.1784,20690345.696,20386177.5295
2018-03-01,000001.SZ,12.04,0.5243,1.1655,0.76,9.1478,8.9755,1.0433,1.9192,1.9581,1.3123,1.3123,1717041.1366,1691798.9651,761028.1784,20673175.2847,20369259.5398
2018-03-02,000001.SZ,11.95,0.392,0.8714,0.61,9.0794,8.9084,1.0355,1.9049,1.9434,1.3222,1.3222,1717041.1366,1691798.9651,761028.1784,20518641.5824,20216997.6329
2018-03-05,000001.SZ,11.86,0.4458,0.991,0.74,9.0111,8.8413,1.0277,1.8906,1.9288,1.3322,1.3322,1717041.1366,1691798.9651,761028.1784,20364107.8801,20064735.7261
2018-03-06,000001.SZ,12.1,0.6798,1.5113,1.2,9.1934,9.0202,1.0485,1.9288,1.9678,1.3058,1.3058,1717041.1366,1691798.9651,761028.1784,20776197.7529,20470767.4777
2018-03-07,000001.SZ,12.05,0.8438,1.8758,1.53,9.1554,8.9829,1.0441,1.9208,1.9597,1.3112,1.3112,1717041.1366,1691798.9651,761028.1784,20690345.696,20386177.5295
2018-03-08,000001.SZ,12.11,0.4077,0.9063,0.71,9.201,9.0276,1.0493,1.9304,1.9694,1.3047,1.3047,1717041.1366,1691798.9651,761028.1784,20793368.1642,20487685.4674
2018-03-09,000001.SZ,12.09,0.5579,1.2403,1.01,9.1858,9.0127,1.0476,1.9272,1.9662,1.3069,1.3069,1717041.1366,1691798.9651,761028.1784,20759027.3415,20453849.4881
2018-03-12,000001.SZ,12.03,0.7499,1.6671,1.28,9.1402,8.968,1.0424,1.9177,1.9564,1.3134,1.3134,1717041.1366,1691798.9651,761028.1784,20656004.8733,20352341.5502
2018-03-13,000001.SZ,12.02,0.6397,1.4221,0.99,9.1326,8.9605,1.0415,1.9161,1.9548,1.3145,1.3145,1717041.1366,1691798.9651,761028.1784,20638834.4619,20335423.5605
2018-03-14,000001.SZ,11.92,0.3757,0.8352,0.59,9.0567,8.886,1.0329,1.9001,1.9385,1.3255,1.3255,1717041.1366,1691798.9651,761028.1784,20467130.3483,20166243.664
2018-03-15,000001.SZ,11.71,0.6831,1.5186,1.25,8.6707,8.6707,0.9949,1.9007,1.9007,1.3493,1.3493,1717041.1366,1691798.3372,761028.1784,20106551.7096,19810958.5286
2018-03-16,000001.SZ,11.64,0.5692,1.2654,0.95,8.6189,8.6189,0.9889,1.8893,1.8893,1.3574,1.3574,1717041.1366,1691798.3372,761028.1784,19986358.83,19692532.645
2018-03-19,000001.SZ,11.83,0.4779,1.0624,0.79,8.7596,8.7596,1.0051,1.9202,1.9202,1.3356,1.3356,1717041.1366,1691798.3372,761028.1784,20312596.646,20013974.3291
2018-03-20,000001.SZ,11.82,0.4588,1.0199,0.84,8.7522,8.7522,1.0042,1.9185,1.9185,1.3367,1.3367,1717041.1366,1691798.3372,761028.1784,20295426.2346,19997056.3457
2018-03-21,000001.SZ,11.9,0.8542,1.8989,1.67,8.8114,8.8114,1.011,1.9315,1.9315,1.3277,1.3277,1717041.1366,1691798.3372,761028.1784,20432789.5255,20132400.2127
2018-03-22,000001.SZ,11.66,0.5818,1.2934,0.96,8.6337,8.6337,0.9906,1.8926,1.8926,1.3551,1.3551,1717041.1366,1691798.3372,761028.1784,20020699.6528,19726368.6118
2018-03-23,000001.SZ,11.34,1.0791,2.399,1.83,8.3968,8.3968,0.9634,1.8406,1.8406,1.3933,1.3933,1717041.1366,1691798.3372,761028.1784,19471246.489,19184993.1438
2018-03-26,000001.SZ,10.93,0.8178,1.8181,1.18,8.0932,8.0932,0.9286,1.7741,1.7741,1.4456,1.4456,1717041.1366,1691798.3372,761028.1784,18767259.623,18491355.8256
2018-03-27,000001.SZ,10.94,0.6525,1.4506,0.86,8.1006,8.1006,0.9295,1.7757,1.7757,1.4442,1.4442,1717041.1366,1691798.3372,761028.1784,18784430.0344,18508273.809
2018-03-28,000001.SZ,10.89,0.6496,1.4441,0.81,8.0636,8.0636,0.9252,1.7676,1.7676,1.4509,1.4509,1717041.1366,1691798.3372,761028.1784,18698577.9776,18423683.8921
2018-03-29,000001.SZ,11.05,0.7865,1.7484,1.04,8.182,8.182,0.9388,1.7936,1.7936,1.4299,1.4299,1717041.1366,1691798.3372,761028.1784,18973304.5594,18694371.6261
2018-03-30,000001.SZ,10.9,0.4446,0.9884,0.56,8.071,8.071,0.9261,1.7692,1.7692,1.4495,1.4495,1717041.1366,1691798.3372,761028.1784,18715748.3889,18440601.8755
2018-04-02,000001.SZ,10.71,0.6557,1.4577,0.98,7.9303,7.9303,0.9099,1.7384,1.7384,1.4753,1.4753,1717041.1366,1691798.3372,761028.1784,18389510.573,18119160.1914
2018-04-03,000001.SZ,10.56,0.5265,1.1705,0.83,7.8192,7.8192,0.8972,1.714,1.714,1.4962,1.4962,1717041.1366,1691798.3372,761028.1784,18131954.4025,17865390.4408
2018-04-04,000001.SZ,10.87,0.9472,2.1057,1.55,8.0487,8.0487,0.9235,1.7643,1.7643,1.4535,1.4535,1717041.1366,1691798.3372,761028.1784,18664237.1548,18389847.9254
2018-04-09,000001.SZ,11.02,0.6353,1.4123,0.95,8.1598,8.1598,0.9363,1.7887,1.7887,1.4338,1.4338,1717041.1366,1691798.3372,761028.1784,18921793.3253,18643617.6759
2018-04-10,000001.SZ,11.42,0.8222,1.8277,1.28,8.456,8.456,0.9702,1.8536,1.8536,1.3835,1.3835,1717041.1366,1691798.3372,761028.1784,19608609.78,19320337.0108
2018-04-11,000001.SZ,11.83,1.2389,2.7541,1.73,8.7596,8.7596,1.0051,1.9202,1.9202,1.3356,1.3356,1717041.1366,1691798.3372,761028.1784,20312596.646,20013974.3291
2018-04-12,000001.SZ,11.52,0.6934,1.5415,0.83,8.53,8.53,0.9787,1.8698,1.8698,1.3715,1.3715,1717041.1366,1691798.3372,761028.1784,19780313.8936,19489516.8445
2018-04-13,000001.SZ,11.57,0.7686,1.7086,0.89,8.5671,8.5671,0.983,1.878,1.878,1.3656,1.3656,1717041.1366,1691798.3372,761028.1784,19866165.9505,19574106.7614
2018-04-16,000001.SZ,11.1,0.8435,1.8752,1.01,8.2191,8.2191,0.9431,1.8017,1.8017,1.4234,1.4234,1717041.1366,1691798.3372,761028.1784,19059156.6163,18778961.5429
2018-04-17,000001.SZ,11.21,0.7695,1.7107,0.88,8.3005,8.3005,0.9524,1.8195,1.8195,1.4095,1.4095,1717041.1366,1691798.3372,761028.1784,19248031.1413,18965059.36
2018-04-18,000001.SZ,11.5,0.8724,1.9393,1.01,8.5152,8.5152,0.977,1.8666,1.8666,1.3739,1.3739,1717041.1366,1691798.3372,761028.1784,19745973.0709,19455680.8778
2018-04-19,000001.SZ,11.47,0.5019,1.1158,0.64,8.493,8.493,0.9745,1.8617,1.8617,1.3775,1.3775,1717041.1366,1691798.3372,761028.1784,19694461.8368,19404926.9277
2018-04-20,000001.SZ,11.35,0.5667,1.2597,0.75,8.4042,8.2683,0.958,1.8422,1.8368,1.3921,1.3921,1717041.1366,1691798.3372,761028.1784,19488416.9004,19201911.1272
2018-04-23,000001.SZ,11.57,0.6326,1.4064,0.89,8.5671,8.4286,0.9765,1.878,1.8724,1.3656,1.3656,1717041.1366,1691798.3372,761028.1784,19866165.9505,19574106.7614
2018-04-24,000001.SZ,11.86,0.8636,1.9199,1.29,8.7818,8.6398,1.001,1.925,1.9193,1.3322,1.3322,1717041.1366,1691798.3372,761028.1784,20364107.8801,20064728.2792
2018-04-25,000001.SZ,11.68,0.4317,0.9596,0.63,8.6485,8.5087,0.9858,1.8958,1.8902,1.3527,1.3527,1717041.1366,1691798.3372,761028.1784,20055040.4755,19760204.5785
2018-04-26,000001.SZ,11.42,0.5167,1.1488,0.86,8.456,8.3193,0.9639,1.8536,1.8481,1.3835,1.3835,1717041.1366,1691798.3372,761028.1784,19608609.78,19320337.0108
2018-04-27,000001.SZ,10.85,1.6017,3.5607,2.66,8.0339,7.9041,0.9158,1.7611,1.7559,1.4562,1.4562,1717041.1366,1691798.3372,761028.1784,18629896.3321,18356011.9586
2018-05-02,000001.SZ,10.88,0.7037,1.5644,0.87,8.0562,7.9259,0.9183,1.766,1.7607,1.4522,1.4522,1717041.1366,1691798.3372,761028.1784,18681407.5662,18406765.9087
2018-05-03,000001.SZ,10.75,0.7574,1.6837,0.92,7.9599,7.8312,0.9073,1.7449,1.7397,1.4698,1.4698,1717041.1366,1691798.3372,761028.1784,18458192.2185,18186832.1249
2018-05-04,000001.SZ,10.68,0.42,0.9336,0.52,7.9081,7.7802,0.9014,1.7335,1.7284,1.4794,1.4794,1717041.1366,1691798.3372,761028.1784,18337999.3389,18068406.2413
2018-05-07,000001.SZ,10.81,0.5759,1.2803,0.72,8.0043,7.8749,0.9124,1.7546,1.7494,1.4616,1.4616,1717041.1366,1691798.3372,761028.1784,18561214.6866,18288340.0251
2018-05-08,000001.SZ,11.01,0.8117,1.8045,1.0,8.1524,8.0206,0.9293,1.7871,1.7818,1.4351,1.4351,1717041.1366,1691798.3372,761028.1784,18904622.914,18626699.6926
2018-05-09,000001.SZ,10.97,0.371,0.8247,0.57,8.1228,7.9915,0.9259,1.7806,1.7753,1.4403,1.4403,1717041.1366,1691798.3372,761028.1784,18835941.2685,18559027.7591
2018-05-10,000001.SZ,11.01,0.3267,0.7263,0.56,8.1524,8.0206,0.9293,1.7871,1.7818,1.4351,1.4351,1717041.1366,1691798.3372,761028.1784,18904622.914,18626699.6926
2018-05-11,000001.SZ,11.01,0.4565,1.0149,0.91,8.1524,8.0206,0.9293,1.7871,1.7818,1.4351,1.4351,1717041.1366,1691798.3372,761028.1784,18904622.914,18626699.6926
2018-05-14,000001.SZ,11.18,0.6143,1.3656,1.21,8.2783,8.1445,0.9436,1.8147,1.8093,1.4132,1.4132,1717041.1366,1691798.3372,761028.1784,19196519.9072,18914305.4099
2018-05-15,000001.SZ,11.12,0.3956,0.8794,0.77,8.2339,8.1008,0.9385,1.8049,1.7996,1.4209,1.4209,1717041.1366,1691798.3372,761028.1784,19093497.439,18812797.5097
2018-05-16,000001.SZ,10.9,0.4223,0.9387,0.98,8.071,7.9405,0.92,1.7692,1.764,1.4495,1.4495,1717041.1366,1691798.3372,761028.1784,18715748.3889,18440601.8755
2018-05-17,000001.SZ,10.82,0.3467,0.7707,0.78,8.0117,7.8822,0.9132,1.7562,1.751,1.4603,1.4603,1717041.1366,1691798.3372,761028.1784,18578385.098,18305258.0085
2018-05-18,000001.SZ,10.96,0.3419,0.76,0.76,8.1154,7.9842,0.925,1.7789,1.7737,1.4416,1.4416,1717041.1366,1691799.879,761029.0923,18818770.8571,18542126.6738
2018-05-21,000001.SZ,10.95,0.4447,1.0033,1.06,8.108,7.9769,0.9242,1.7773,1.7721,1.4429,1.4429,1717041.1366,1717024.6773,761029.0923,18801600.4458,18801420.2164
2018-05-22,000001.SZ,10.86,0.3435,0.7751,0.89,8.0413,7.9114,0.9166,1.7627,1.7575,1.4549,1.4549,1717041.1366,1717024.6773,761029.0923,18647066.7435,18646887.9955
2018-05-23,000001.SZ,10.65,0.5772,1.3022,1.53,7.8858,7.7584,0.8989,1.7286,1.7235,1.4836,1.4836,1717041.1366,1717024.6773,761029.0923,18286488.1048,18286312.8132
2018-05-24,000001.SZ,10.61,0.4008,0.9042,0.98,7.8562,7.7292,0.8955,1.7221,1.717,1.4892,1.4892,1717041.1366,1717024.6773,761029.0923,18217806.4593,18217631.8262
2018-05-25,000001.SZ,10.59,0.3456,0.7796,0.82,7.8414,7.7147,0.8938,1.7189,1.7138,1.492,1.492,1717041.1366,1717024.6773,761029.0923,18183465.6366,18183291.3326
2018-05-28,000001.SZ,10.59,0.3316,0.7482,0.79,7.8414,7.7147,0.8938,1.7189,1.7138,1.492,1.492,1717041.1366,1717024.6773,761029.0923,18183465.6366,18183291.3326
2018-05-29,000001.SZ,10.38,0.518,1.1688,1.3,7.6859,7.5617,0.8761,1.6848,1.6798,1.5222,1.5222,1717041.1366,1717024.6773,761029.0923,17822886.9979,17822716.1504
2018-05-30,000001.SZ,10.08,0.6549,1.4775,1.51,7.4638,7.3431,0.8508,1.6361,1.6313,1.5675,1.5675,1717041.1366,1717024.6773,761029.0923,17307774.6569,17307608.7472
2018-05-31,000001.SZ,10.18,0.575,1.2974,1.28,7.5378,7.416,0.8592,1.6523,1.6475,1.5521,1.5521,1717041.1366,1717024.6773,761029.0923,17479478.7706,17479311.2149
2018-06-01,000001.SZ,10.19,0.3478,0.7847,0.72,7.5452,7.4233,0.86,1.654,1.6491,1.5505,1.5505,1717041.1366,1717024.6773,761029.0923,17496649.182,17496481.4617
2018-06-04,000001.SZ,10.27,0.3454,0.7793,0.71,7.6045,7.4815,0.8668,1.667,1.662,1.5385,1.5385,1717041.1366,1717024.6773,761029.0923,17634012.4729,17633843.4359
2018-06-05,000001.SZ,10.26,0.3824,0.8627,0.78,7.5971,7.4743,0.866,1.6653,1.6604,1.54,1.54,1717041.1366,1717024.6773,761029.0923,17616842.0615,17616673.1891
2018-06-06,000001.SZ,10.14,0.4151,0.9366,0.9,7.5082,7.3868,0.8558,1.6459,1.641,1.5582,1.5582,1717041.1366,1717024.6773,761029.0923,17410797.1251,17410630.2278
2018-06-07,000001.SZ,10.37,0.7354,1.6591,1.78,7.6785,7.5544,0.8752,1.6832,1.6782,1.5236,1.5236,1717041.1366,1717024.6773,761029.0923,17805716.5865,17805545.9036
2018-06-08,000001.SZ,10.12,0.6403,1.4446,1.44,7.4934,7.3723,0.8541,1.6426,1.6377,1.5613,1.5613,1717041.1366,1717024.6773,761029.0923,17376456.3024,17376289.7343
2018-06-11,000001.SZ,10.04,0.4201,0.9479,0.83,7.4342,7.314,0.8474,1.6296,1.6248,1.5737,1.5737,1717041.1366,1717024.6773,761029.0923,17239093.0115,17238927.7601
2018-06-12,000001.SZ,10.06,0.5319,1.2001,1.03,7.449,7.3286,0.8491,1.6329,1.628,1.5706,1.5706,1717041.1366,1717024.6773,761029.0923,17273433.8342,17273268.2536
2018-06-13,000001.SZ,9.95,0.309,0.6972,0.56,7.3675,7.2484,0.8398,1.615,1.6102,1.5879,1.5879,1717041.1366,1717024.6773,761029.0923,17084559.3092,17084395.5391
2018-06-14,000001.SZ,10.07,0.5046,1.1384,0.96,7.4564,7.3359,0.8499,1.6345,1.6297,1.569,1.569,1717041.1366,1717024.6773,761029.0923,17290604.2456,17290438.5004
2018-06-15,000001.SZ,10.17,0.7273,1.6408,1.51,7.5304,7.4087,0.8584,1.6507,1.6458,1.5536,1.5536,1717041.1366,1717024.6773,761029.0923,17462308.3592,17462140.9681
2018-06-19,000001.SZ,9.87,0.912,2.0576,1.83,7.3083,7.1902,0.833,1.602,1.5973,1.6008,1.6008,1717041.1366,1717024.6773,761029.0923,16947196.0182,16947033.565
2018-06-20,000001.SZ,9.91,0.4447,1.0034,0.75,7.3379,7.2193,0.8364,1.6085,1.6038,1.5943,1.5943,1717041.1366,1717024.6773,761029.0923,17015877.6637,17015714.552
2018-06-21,000001.SZ,9.86,0.4893,1.1039,0.84,7.3009,7.1829,0.8322,1.6004,1.5957,1.6024,1.6024,1717041.1366,1717024.6773,761029.0923,16930025.6069,16929863.3182
2018-06-22,000001.SZ,9.85,0.3831,0.8644,0.62,7.2935,7.1756,0.8314,1.5988,1.594,1.6041,1.6041,1717041.1366,1717024.6773,761029.0923,16912855.1955,16912693.0714
2018-06-25,000001.SZ,9.46,0.6961,1.5705,1.18,7.0047,6.8915,0.7984,1.5355,1.5309,1.6702,1.6702,1717041.1366,1717024.6773,761029.0923,16243209.1522,16243053.4473
2018-06-26,000001.SZ,9.36,0.6547,1.4772,1.12,6.9307,6.8186,0.79,1.5192,1.5148,1.688,1.688,1717041.1366,1717024.6773,761029.0923,16071505.0386,16071350.9795
2018-06-27,000001.SZ,9.09,0.6087,1.3733,1.14,6.7307,6.6219,0.7672,1.4754,1.4711,1.7382,1.7382,1717041.1366,1717024.6773,761029.0923,15607903.9317,15607754.3167
2018-06-28,000001.SZ,8.92,0.6469,1.4596,1.14,6.6049,6.4981,0.7529,1.4478,1.4435,1.7713,1.7713,1717041.1366,1717024.6773,761029.0923,15316006.9385,15315860.1215
2018-06-29,000001.SZ,9.09,0.3933,0.8874,0.66,6.7307,6.6219,0.7672,1.4754,1.4711,1.7382,1.7382,1717041.1366,1717024.6773,761029.0923,15607903.9317,15607754.3167
2018-07-02,000001.SZ,8.61,0.7662,1.7286,1.28,6.3753,6.2723,0.7267,1.3975,1.3934,1.8351,1.8351,1717041.1366,1717024.6773,761029.0923,14783724.1861,14783582.4716
2018-07-03,000001.SZ,8.67,0.7425,1.6752,1.21,6.4197,6.316,0.7318,1.4073,1.4031,1.8224,1.8224,1717041.1366,1717024.6773,761029.0923,14886746.6543,14886603.9522
2018-07-04,000001.SZ,8.61,0.4142,0.9345,0.66,6.3753,6.2723,0.7267,1.3975,1.3934,1.8351,1.8351,1717041.1366,1717024.6773,761029.0923,14783724.1861,14783582.4716
2018-07-05,000001.SZ,8.6,0.4868,1.0982,0.82,6.3679,6.265,0.7259,1.3959,1.3918,1.8372,1.8372,1717041.1366,1717024.6773,761029.0923,14766553.7748,14766412.2248
2018-07-06,000001.SZ,8.66,0.5756,1.2986,1.03,6.4123,6.3087,0.7309,1.4056,1.4015,1.8245,1.8245,1717041.1366,1717024.6773,761029.0923,14869576.243,14869433.7054
2018-07-09,000001.SZ,9.03,0.8212,1.8527,1.38,6.6863,6.5782,0.7621,1.4657,1.4613,1.7497,1.7497,1717041.1366,1717024.6773,761029.0923,15504881.4635,15504732.836
2018-07-10,000001.SZ,8.98,0.5223,1.1785,0.86,6.6493,6.5418,0.7579,1.4576,1.4533,1.7595,1.7595,1717041.1366,1717024.6773,761029.0923,15419029.4067,15418881.6022
2018-07-11,000001.SZ,8.78,0.4958,1.1186,0.88,6.5012,6.3961,0.741,1.4251,1.4209,1.7995,1.7995,1717041.1366,1717024.6773,761029.0923,15075621.1793,15075476.6667
2018-07-12,000001.SZ,8.88,0.6642,1.4986,1.14,6.5752,6.469,0.7582,1.4413,1.4371,1.7793,3.3108,1717041.1366,1717024.6773,761029.0923,15247325.293,15247179.1344
